geneid	txid	sym	strand	utr5.len	cds.len	utr3.len	Tx.len
ENSG00000214842	ENST00000399080	RAD51AP2	-	24	3480	220	3724
ENSG00000179344	ENST00000399084	HLA-DQB1	-	179	786	769	1734
ENSG00000138802	ENST00000399100	SEC24B	+	57	3702	21	3780
ENSG00000113356	ENST00000399107	POLR3G	+	200	672	2413	3285
ENSG00000159267	ENST00000399120	HLCS	-	1231	2181	3054	6466
ENSG00000188517	ENST00000399132	COL25A1	-	531	1965	228	2724
ENSG00000214860	ENST00000399134	EVPLL	+	358	906	831	2095
ENSG00000159261	ENST00000399137	CLDN14	-	867	720	355	1942
ENSG00000214866	ENST00000399143	DCDC2C	+	160	1095	225	1480
ENSG00000142197	ENST00000399151	DOPEY2	+	85	6897	703	7685
ENSG00000183773	ENST00000399167	AIFM3	+	240	1818	329	2387
ENSG00000185917	ENST00000399215	SETD4	-	1373	1323	1576	4272
ENSG00000141441	ENST00000399218	GAREM1	-	56	2628	4349	7033
ENSG00000197535	ENST00000399231	MYO5A	-	244	5568	6413	12225
ENSG00000139915	ENST00000399232	MDGA2	-	365	2871	1839	5075
ENSG00000171988	ENST00000399262	JMJD1C	-	219	7623	824	8666
ENSG00000152591	ENST00000399271	DSPP	+	120	3906	305	4331
ENSG00000214941	ENST00000399277	ZSWIM7	-	98	423	1487	2008
ENSG00000205670	ENST00000399295	SMIM11A	+	370	177	527	1074
ENSG00000196932	ENST00000399298	TMEM26	-	369	1107	3675	5151
ENSG00000183808	ENST00000399300	RBM12B	-	214	3006	4049	7269
ENSG00000060749	ENST00000399302	QSER1	+	335	5208	3792	9335
ENSG00000243927	ENST00000399312	MRPS6	+	178	378	434	990
ENSG00000092148	ENST00000399332	HECTD1	-	489	7833	812	9134
ENSG00000103995	ENST00000399334	CEP152	-	34	4965	98	5097
ENSG00000103226	ENST00000399336	NOMO3	+	172	3669	515	4356
ENSG00000100445	ENST00000399395	SDR39U1	-	34	882	317	1233
ENSG00000189051	ENST00000399398	RNF222	-	309	663	2090	3062
ENSG00000100949	ENST00000399409	RABGGTA	-	484	1704	77	2265
ENSG00000103222	ENST00000399410	ABCC1	+	175	4596	1781	6552
ENSG00000215009	ENST00000399422	ACSM4	+	48	1743	351	2142
ENSG00000215018	ENST00000399429	COL28A1	-	141	3378	758	4277
ENSG00000092345	ENST00000399444	DAZL	-	294	888	1868	3050
ENSG00000111679	ENST00000399448	PTPN6	+	149	1794	216	2159
ENSG00000206560	ENST00000399451	ANKRD28	-	368	3162	3034	6564
ENSG00000132535	ENST00000399510	DLG4	-	853	2304	818	3975
ENSG00000188089	ENST00000399518	PLA2G4E	-	487	2607	2172	5266
ENSG00000171495	ENST00000399564	MROH2B	-	451	4758	30	5239
ENSG00000171199	ENST00000399575	OPRPN	+	174	747	119	1040
ENSG00000157927	ENST00000399583	RADIL	-	188	3228	273	3689
ENSG00000215114	ENST00000399598	UBXN2B	+	122	996	3950	5068
ENSG00000089486	ENST00000399599	CDIP1	-	549	627	1833	3009
ENSG00000180626	ENST00000399604	ZNF594	-	141	2424	2297	4862
ENSG00000206203	ENST00000399635	TSSK2	+	592	1077	147	1816
ENSG00000168333	ENST00000399653	C8orf22	+	183	246	843	1272
ENSG00000185940	ENST00000399676	KRTAP5-5	+	66	714	153	933
ENSG00000241598	ENST00000399682	KRTAP5-4	-	45	687	449	1181
ENSG00000196224	ENST00000399685	KRTAP5-3	-	78	717	104	899
ENSG00000180071	ENST00000399703	ANKRD18A	-	375	2979	687	4041
ENSG00000101773	ENST00000399722	RBBP8	+	351	2694	248	3293
ENSG00000117632	ENST00000399728	STMN1	-	364	450	898	1712
ENSG00000215187	ENST00000399742	FAM166B	-	71	828	59	958
ENSG00000168913	ENST00000399775	ENHO	-	426	231	425	1082
ENSG00000170262	ENST00000399784	MRAP	+	187	519	294	1000
ENSG00000073614	ENST00000399788	KDM5A	-	363	5073	5327	10763
ENSG00000213516	ENST00000399794	RBMXL1	-	716	1173	3195	5084
ENSG00000067900	ENST00000399799	ROCK1	-	941	4065	4478	9484
ENSG00000142089	ENST00000399808	IFITM3	-	237	402	169	808
ENSG00000215217	ENST00000399810	C5orf49	-	469	444	1472	2385
ENSG00000215218	ENST00000399816	UBE2QL1	+	271	486	3560	4317
ENSG00000157796	ENST00000399820	WDR19	+	154	4029	337	4520
ENSG00000093072	ENST00000399837	CECR1	-	276	1536	2693	4505
ENSG00000091490	ENST00000399878	SEL1L3	-	123	3399	998	4520
ENSG00000215262	ENST00000399881	KCNU1	+	37	3450	208	3695
ENSG00000182816	ENST00000399889	KRTAP13-2	-	44	528	295	867
ENSG00000156284	ENST00000399899	CLDN8	-	148	678	1242	2068
ENSG00000215277	ENST00000399910	RNF212B	+	253	903	514	1670
ENSG00000156273	ENST00000399921	BACH1	+	243	2211	3315	5769
ENSG00000167930	ENST00000399932	FAM234A	+	451	1659	1103	3213
ENSG00000156265	ENST00000399947	MAP3K7CL	+	277	729	997	2003
ENSG00000215301	ENST00000399959	DDX3X	+	855	1989	2555	5399
ENSG00000215298	ENST00000399967	FP15737	+	971	342	1505	2818
ENSG00000232196	ENST00000399974	MTRNR2L4	-	838	87	837	1762
ENSG00000189023	ENST00000399989	MAGEB16	+	279	975	564	1818
ENSG00000101558	ENST00000400000	VAPA	+	255	750	5810	6815
ENSG00000182798	ENST00000400004	MAGEB17	+	352	1011	71	1434
ENSG00000198053	ENST00000400068	SIRPA	+	360	1515	2326	4201
ENSG00000215343	ENST00000400085	ZNF705D	+	116	903	2358	3377
ENSG00000154723	ENST00000400093	ATP5J	-	692	327	160	1179
ENSG00000128739	ENST00000400100	SNRPN	+	890	723	138	1751
ENSG00000215346	ENST00000400102	AF131215.5	-	1192	243	744	2179
ENSG00000154655	ENST00000400105	L3MBTL4	-	160	1872	1514	3546
ENSG00000198033	ENST00000400113	TUBA3C	-	105	1353	93	1551
ENSG00000215356	ENST00000400120	ZNF705B	+	282	903	22	1207
ENSG00000178287	ENST00000400125	SPAG11A	+	171	342	293	806
ENSG00000088832	ENST00000400137	FKBP1A	-	164	327	1131	1622
ENSG00000215372	ENST00000400156	ZNF705G	-	282	903	2459	3644
ENSG00000215375	ENST00000400159	MYL5	+	105	522	39	666
ENSG00000180530	ENST00000400202	NRIP1	-	713	3477	3481	7671
ENSG00000132958	ENST00000400230	TPTE2	-	45	1569	179	1793
ENSG00000205853	ENST00000400234	RFPL3S	-	150	297	848	1295
ENSG00000128253	ENST00000400237	RFPL2	-	936	1137	334	2407
ENSG00000158270	ENST00000400256	COLEC12	-	208	2229	3305	5742
ENSG00000184564	ENST00000400286	SLITRK6	-	599	2526	1193	4318
ENSG00000198089	ENST00000400288	SFI1	+	105	3729	168	4002
ENSG00000183570	ENST00000400314	PCBP3	+	338	1116	748	2202
ENSG00000139734	ENST00000400324	DIAPH3	-	221	3582	1001	4804
ENSG00000183742	ENST00000400331	MACC1	-	309	2559	6291	9159
ENSG00000049759	ENST00000400345	NEDD4L	+	283	2928	436	3647
ENSG00000189169	ENST00000400365	KRTAP10-12	+	30	738	105	873
ENSG00000188155	ENST00000400368	KRTAP10-6	-	21	1091	119	1231
ENSG00000241123	ENST00000400372	KRTAP10-5	-	26	816	308	1150
ENSG00000215454	ENST00000400374	KRTAP10-4	+	30	1206	407	1643
ENSG00000215455	ENST00000400375	KRTAP10-1	-	45	849	321	1215
ENSG00000100031	ENST00000400382	GGT1	+	755	1710	163	2628
ENSG00000141639	ENST00000400384	MAPK4	+	1036	1764	1970	4770
ENSG00000186047	ENST00000400393	DLEU7	-	293	483	1316	2092
ENSG00000215475	ENST00000400405	SIAH3	-	107	810	6140	7057
ENSG00000139656	ENST00000400419	SMIM2	-	189	258	375	822
ENSG00000172915	ENST00000400445	NBEA	+	534	8841	1744	11119
ENSG00000171587	ENST00000400454	DSCAM	-	478	6039	2035	8552
ENSG00000099715	ENST00000400457	PCDH11Y	+	734	4023	4282	9039
ENSG00000159256	ENST00000400485	MORC3	+	76	2820	1350	4246
ENSG00000188257	ENST00000400520	PLA2G2A	-	270	435	269	974
ENSG00000154654	ENST00000400546	NCAM2	+	249	2514	5372	8135
ENSG00000154845	ENST00000400556	PPP4R1	-	74	2853	998	3925
ENSG00000243440	ENST00000400562	AF165138.7	-	50	498	260	808
ENSG00000155307	ENST00000400566	SAMSN1	-	82	1122	684	1888
ENSG00000099954	ENST00000400585	CECR2	+	438	3903	492	4833
ENSG00000215568	ENST00000400588	GAB4	-	108	1725	797	2630
ENSG00000079101	ENST00000400606	CLUL1	+	145	1401	397	1943
ENSG00000188959	ENST00000400613	C9orf152	-	610	720	1387	2717
ENSG00000215595	ENST00000400633	C20orf202	+	63	369	1172	1604
ENSG00000215612	ENST00000400677	HMX1	-	203	1047	645	1895
ENSG00000215644	ENST00000400723	GCGR	+	293	1434	324	2051
ENSG00000174992	ENST00000400752	ZG16	+	74	504	2554	3132
ENSG00000215712	ENST00000400788	TMEM242	-	102	426	3515	4043
ENSG00000215784	ENST00000400889	FAM72D	-	848	450	1099	2397
ENSG00000251503	ENST00000400900	APITD1-CORT	+	416	495	558	1469
ENSG00000162897	ENST00000400962	FCAMR	-	417	798	683	1898
ENSG00000132763	ENST00000401061	MMACHC	+	280	849	4167	5296
ENSG00000162522	ENST00000401073	KIAA1522	+	70	3285	2083	5438
ENSG00000055070	ENST00000401088	SZRD1	+	175	459	3002	3636
ENSG00000215912	ENST00000401095	TTC34	-	182	3240	5392	8814
ENSG00000136297	ENST00000401401	MMD2	-	196	741	1398	2335
ENSG00000162994	ENST00000401408	CLHC1	-	346	1761	141	2248
ENSG00000007129	ENST00000401445	CEACAM21	+	26	882	100	1008
ENSG00000068796	ENST00000401507	KIF2A	+	311	2121	107	2539
ENSG00000157954	ENST00000401525	WIPI2	+	224	1311	577	2112
ENSG00000106404	ENST00000401528	CLDN15	-	1126	687	318	2131
ENSG00000157833	ENST00000401533	GAREM2	+	130	2625	1406	4161
ENSG00000205858	ENST00000401542	LRRC72	+	57	864	79	1000
ENSG00000167077	ENST00000401548	MEI1	+	40	3825	155	4020
ENSG00000082898	ENST00000401558	XPO1	-	728	3216	971	4915
ENSG00000184178	ENST00000401642	SCFD2	-	134	2055	987	3176
ENSG00000250479	ENST00000401675	CHCHD10	-	68	450	173	691
ENSG00000164587	ENST00000401695	RPS14	-	47	456	1096	1599
ENSG00000104356	ENST00000401707	POP1	+	81	3075	1563	4719
ENSG00000178732	ENST00000401815	GP5	-	72	1683	1779	3534
ENSG00000128274	ENST00000401850	A4GALT	-	490	1062	769	2321
ENSG00000072682	ENST00000401867	P4HA2	-	569	1608	1172	3349
ENSG00000184863	ENST00000401878	RBM33	+	198	3513	6438	10149
ENSG00000133475	ENST00000401924	GGT2	-	492	1710	164	2366
ENSG00000100330	ENST00000401950	MTMR3	+	342	3597	2079	6018
ENSG00000100138	ENST00000401959	SNU13	-	317	387	966	1670
ENSG00000128604	ENST00000402030	IRF5	+	72	1497	1217	2786
ENSG00000106012	ENST00000402050	IQCE	+	184	2088	4572	6844
ENSG00000219200	ENST00000402093	RNASEK	+	205	297	245	747
ENSG00000171903	ENST00000402119	CYP4F11	-	427	1575	1159	3161
ENSG00000166436	ENST00000402157	TRIM66	-	441	3738	5907	10086
ENSG00000168137	ENST00000402198	SETD5	+	435	4329	2063	6827
ENSG00000169314	ENST00000402217	C22orf15	+	253	447	129	829
ENSG00000128383	ENST00000402255	APOBEC3A	+	204	600	674	1478
ENSG00000162929	ENST00000402291	KIAA1841	+	241	2157	2118	4516
ENSG00000218739	ENST00000402297	CEBPZOS	+	34	243	2881	3158
ENSG00000128242	ENST00000402321	GAL3ST1	-	318	1272	318	1908
ENSG00000196172	ENST00000402377	ZNF681	-	142	1938	4417	6497
ENSG00000003147	ENST00000402384	ICA1	-	267	1452	739	2458
ENSG00000138028	ENST00000402394	CGREF1	-	269	957	680	1906
ENSG00000100721	ENST00000402399	TCL1A	-	130	345	920	1395
ENSG00000125454	ENST00000402418	SLC25A19	-	910	963	458	2331
ENSG00000170231	ENST00000402432	FABP6	+	128	387	57	572
ENSG00000172794	ENST00000402449	RAB37	+	446	651	463	1560
ENSG00000138081	ENST00000402508	FBXO11	-	114	2532	1198	3844
ENSG00000186638	ENST00000402558	KIF24	-	25	4107	1999	6131
ENSG00000205775	ENST00000402590	GAGE2E	+	72	351	94	517
ENSG00000152700	ENST00000402673	SAR1B	-	279	597	5806	6682
ENSG00000131016	ENST00000402676	AKAP12	+	240	5349	2843	8432
ENSG00000091513	ENST00000402696	TF	+	485	2097	386	2968
ENSG00000138641	ENST00000402738	HERC3	+	239	3153	1582	4974
ENSG00000109472	ENST00000402744	CPE	+	280	1431	710	2421
ENSG00000197461	ENST00000402802	PDGFA	-	408	591	1306	2305
ENSG00000185264	ENST00000402860	TEX33	-	344	588	54	986
ENSG00000183955	ENST00000402868	KMT5A	+	426	1059	1655	3140
ENSG00000138380	ENST00000402905	CARF	+	321	2178	3439	5938
ENSG00000166897	ENST00000402918	ELFN2	-	786	2463	5112	8361
ENSG00000106605	ENST00000402924	BLVRA	+	163	891	107	1161
ENSG00000111886	ENST00000402938	GABRR2	-	134	1398	150	1682
ENSG00000184208	ENST00000402966	C22orf46	+	85	732	4158	4975
ENSG00000182083	ENST00000402971	OR6B2	-	27	939	526	1492
ENSG00000183023	ENST00000403092	SLC8A1	-	34	2922	222	3178
ENSG00000169402	ENST00000403107	RSPH10B2	+	387	2613	220	3220
ENSG00000135315	ENST00000403245	CEP162	-	115	4212	829	5156
ENSG00000114933	ENST00000403263	INO80D	-	405	3084	10647	14136
ENSG00000100065	ENST00000403299	CARD10	-	217	3099	797	4113
ENSG00000133020	ENST00000403437	MYH8	-	95	5814	132	6041
ENSG00000159761	ENST00000403458	C16orf86	+	155	954	158	1267
ENSG00000162599	ENST00000403491	NFIA	+	484	1530	7473	9487
ENSG00000121764	ENST00000403528	HCRTR1	+	387	1278	338	2003
ENSG00000168000	ENST00000403550	BSCL2	-	424	1197	72	1693
ENSG00000186654	ENST00000403581	PRR5	+	609	1236	434	2279
ENSG00000139410	ENST00000403593	SDSL	+	262	990	197	1449
ENSG00000189292	ENST00000403610	FAM150B	-	341	459	589	1389
ENSG00000133193	ENST00000403627	FAM104A	-	61	561	2176	2798
ENSG00000106245	ENST00000403633	BUD31	+	529	435	175	1139
ENSG00000186567	ENST00000403660	CEACAM19	+	210	903	869	1982
ENSG00000100368	ENST00000403662	CSF2RB	+	222	2694	1947	4863
ENSG00000088926	ENST00000403665	F11	+	352	1878	166	2396
ENSG00000069020	ENST00000403666	MAST4	+	68	7305	213	7586
ENSG00000149948	ENST00000403681	HMGA2	+	1140	330	3003	4473
ENSG00000203852	ENST00000403683	HIST2H3A	+	36	411	1209	1656
ENSG00000152689	ENST00000403687	RASGRP3	+	740	2073	1994	4807
ENSG00000084710	ENST00000403714	EFR3B	+	183	2454	4797	7434
ENSG00000163297	ENST00000403729	ANTXR2	-	526	1467	6280	8273
ENSG00000151718	ENST00000403733	WWC2	+	199	3579	5048	8826
ENSG00000234857	ENST00000403734	HNRNPUL2-BSCL2	-	228	2241	1532	4001
ENSG00000242441	ENST00000403751	GTF2A1L	+	37	1437	165	1639
ENSG00000134882	ENST00000403766	UBAC2	+	135	1035	205	1375
ENSG00000106633	ENST00000403799	GCK	-	470	1398	861	2729
ENSG00000169575	ENST00000403807	VPREB1	+	139	438	178	755
ENSG00000006652	ENST00000403825	IFRD1	+	261	1356	673	2290
ENSG00000128311	ENST00000403892	TST	-	735	894	168	1797
ENSG00000220201	ENST00000403903	ZGLP1	-	1199	816	288	2303
ENSG00000167554	ENST00000403906	ZNF610	+	456	1389	346	2191
ENSG00000170745	ENST00000403915	KCNS3	+	451	1476	470	2397
ENSG00000136267	ENST00000403951	DGKB	-	420	2415	4082	6917
ENSG00000100151	ENST00000404072	PICK1	+	347	1248	569	2164
ENSG00000158290	ENST00000404115	CUL4B	-	402	2742	120	3264
ENSG00000068878	ENST00000404125	PSME4	-	56	5532	1511	7099
ENSG00000184677	ENST00000404138	ZBTB40	+	511	3720	4761	8992
ENSG00000157212	ENST00000404141	PAXIP1	-	155	3210	462	3827
ENSG00000008128	ENST00000404249	CDK11A	-	80	2343	26	2449
ENSG00000204099	ENST00000404257	NEU4	+	482	1491	364	2337
ENSG00000185133	ENST00000404390	INPP5J	+	21	1917	277	2215
ENSG00000163793	ENST00000404433	DNAJC5G	+	105	522	1020	1647
ENSG00000206483	ENST00000404489	TXNRD3NB	-	93	402	243	738
ENSG00000124006	ENST00000404537	OBSL1	-	57	5691	93	5841
ENSG00000144045	ENST00000404568	DQX1	-	220	2154	315	2689
ENSG00000136244	ENST00000404625	IL6	+	459	639	429	1527
ENSG00000171557	ENST00000404648	FGG	-	240	1314	206	1760
ENSG00000240257	ENST00000404720	GAGE2D	+	72	351	94	517
ENSG00000164880	ENST00000404767	INTS1	-	86	6573	300	6959
ENSG00000137496	ENST00000404792	IL18BP	+	922	585	665	2172
ENSG00000142700	ENST00000404795	DMRTA2	-	393	1629	1115	3137
ENSG00000264545	ENST00000404796	RP11-145E5.5	+	113	432	390	935
ENSG00000180884	ENST00000404801	ZNF792	-	387	1899	1602	3888
ENSG00000049323	ENST00000404816	LTBP1	+	353	5166	814	6333
ENSG00000146555	ENST00000404826	SDK1	+	139	6642	3616	10397
ENSG00000156687	ENST00000404895	UNC5D	+	328	2862	62	3252
ENSG00000168397	ENST00000404914	ATG4B	+	103	1182	1593	2878
ENSG00000163520	ENST00000404922	FBLN2	+	119	3696	503	4318
ENSG00000102172	ENST00000404933	SMS	+	252	1101	484	1837
ENSG00000004846	ENST00000404938	ABCB5	+	652	3774	1385	5811
ENSG00000179915	ENST00000404971	NRXN1	-	1340	4644	1594	7578
ENSG00000218823	ENST00000404991	PAPOLB	-	184	1914	2164	4262
ENSG00000115970	ENST00000405006	THADA	-	352	5862	96	6310
ENSG00000196275	ENST00000405086	GTF2IRD2	-	190	2850	518	3558
ENSG00000197616	ENST00000405093	MYH6	-	71	5820	50	5941
ENSG00000187715	ENST00000405109	KBTBD12	+	467	1872	3388	5727
ENSG00000155749	ENST00000405148	ALS2CR12	-	444	1338	231	2013
ENSG00000123094	ENST00000405154	RASSF8	+	199	1260	4051	5510
ENSG00000173432	ENST00000405158	SAA1	+	184	369	122	675
ENSG00000130349	ENST00000405204	C6orf203	+	597	723	100	1420
ENSG00000188120	ENST00000405239	DAZ1	-	294	2235	1892	4421
ENSG00000115687	ENST00000405260	PASK	-	699	3972	271	4942
ENSG00000169762	ENST00000405303	TAPT1	-	84	1704	2803	4591
ENSG00000110492	ENST00000405308	MDK	+	429	432	305	1166
ENSG00000243137	ENST00000405312	PSG4	-	238	1260	670	2168
ENSG00000104805	ENST00000405315	NUCB1	+	334	1386	948	2668
ENSG00000105982	ENST00000405335	RNF32	+	409	1089	440	1938
ENSG00000124762	ENST00000405375	CDKN1A	+	235	495	1537	2267
ENSG00000173083	ENST00000405413	HPSE	-	137	1632	2883	4652
ENSG00000155026	ENST00000405415	RSPH10B	-	387	2613	222	3222
ENSG00000164199	ENST00000405460	ADGRV1	+	96	18921	321	19338
ENSG00000079337	ENST00000405493	RAPGEF3	-	210	2646	2895	5751
ENSG00000100242	ENST00000405510	SUN2	-	359	2154	1542	4055
ENSG00000163472	ENST00000405535	TMEM79	+	171	1185	845	2201
ENSG00000183765	ENST00000405598	CHEK2	-	192	1632	135	1959
ENSG00000219607	ENST00000405617	PPP1R3G	+	905	1077	2925	4907
ENSG00000115138	ENST00000405623	POMC	-	456	804	166	1426
ENSG00000166961	ENST00000405633	MS4A15	+	79	723	1016	1818
ENSG00000215012	ENST00000405640	C22orf29	-	669	1095	5021	6785
ENSG00000187860	ENST00000405659	CCDC157	+	709	2259	84	3052
ENSG00000173153	ENST00000405666	ESRRA	+	234	1272	777	2283
ENSG00000227488	ENST00000405679	GAGE12D	+	82	354	91	527
ENSG00000184903	ENST00000405709	IMMP2L	-	443	528	551	1522
ENSG00000173452	ENST00000405764	TMEM196	-	697	519	2759	3975
ENSG00000113163	ENST00000405807	COL4A3BP	-	422	1875	546	2843
ENSG00000132975	ENST00000405846	GPR12	-	222	1005	3623	4850
ENSG00000164631	ENST00000405858	ZNF12	-	542	2094	2415	5051
ENSG00000122584	ENST00000405863	NXPH1	+	911	816	1194	2921
ENSG00000170264	ENST00000405894	FAM161A	-	102	1983	1599	3684
ENSG00000188542	ENST00000405954	DUSP28	+	383	531	2547	3461
ENSG00000132640	ENST00000405977	BTBD3	+	625	1569	2943	5137
ENSG00000170959	ENST00000406071	DCDC1	-	316	2673	1769	4758
ENSG00000116957	ENST00000406207	TBCE	+	224	1584	204	2012
ENSG00000243244	ENST00000406226	STON1	+	195	2208	3211	5614
ENSG00000173039	ENST00000406246	RELA	-	262	1656	782	2700
ENSG00000102886	ENST00000406256	GDPD3	-	378	957	62	1397
ENSG00000183579	ENST00000406323	ZNRF3	+	24	2511	343	2878
ENSG00000273398	ENST00000406334	RP11-474G23.1	-	219	996	1091	2306
ENSG00000118689	ENST00000406360	FOXO3	+	343	2022	4976	7341
ENSG00000115841	ENST00000406384	RMDN2	+	194	1233	505	1932
ENSG00000119537	ENST00000406396	KDSR	-	392	999	4056	5447
ENSG00000163032	ENST00000406397	VSNL1	+	525	576	1624	2725
ENSG00000176994	ENST00000406438	SMCR8	+	480	2814	4985	8279
ENSG00000176623	ENST00000406452	RMDN1	-	160	945	1958	3063
ENSG00000121957	ENST00000406462	GPSM2	+	773	2055	4605	7433
ENSG00000242221	ENST00000406487	PSG2	-	99	1008	431	1538
ENSG00000170178	ENST00000406506	HOXD12	+	72	813	433	1318
ENSG00000106628	ENST00000406581	POLD2	-	650	1410	98	2158
ENSG00000116117	ENST00000406610	PARD3B	+	207	3618	4349	8174
ENSG00000270898	ENST00000406625	GPR75-ASB3	-	232	1671	210	2113
ENSG00000182326	ENST00000406697	C1S	+	628	2067	381	3076
ENSG00000188191	ENST00000406797	PRKAR1B	-	175	1146	1232	2553
ENSG00000138101	ENST00000406818	DTNB	-	250	1884	340	2474
ENSG00000170820	ENST00000406846	FSHR	-	120	2088	576	2784
ENSG00000126773	ENST00000406854	PCNX4	+	554	3519	593	4666
ENSG00000002822	ENST00000406869	MAD1L1	-	558	2157	276	2991
ENSG00000113916	ENST00000406870	BCL6	-	367	2121	1081	3569
ENSG00000064393	ENST00000406875	HIPK2	-	95	3597	11357	15049
ENSG00000164649	ENST00000406877	CDCA7L	-	280	1365	1421	3066
ENSG00000105889	ENST00000406890	STEAP1B	-	95	738	360	1193
ENSG00000075240	ENST00000406902	GRAMD4	+	213	1737	2534	4484
ENSG00000217442	ENST00000406915	SYCE3	-	48	267	133	448
ENSG00000242028	ENST00000406925	HYPK	+	4111	390	276	4777
ENSG00000100288	ENST00000406938	CHKB	-	218	1188	232	1638
ENSG00000084676	ENST00000406961	NCOA1	+	652	4326	2311	7289
ENSG00000087095	ENST00000407008	NLK	+	718	1584	1745	4047
ENSG00000162849	ENST00000407071	KIF26B	+	440	6327	520	7287
ENSG00000141376	ENST00000407086	BCAS3	+	48	2742	706	3496
ENSG00000103876	ENST00000407106	FAH	+	155	1260	737	2152
ENSG00000184838	ENST00000407149	PRR16	+	209	915	623	1747
ENSG00000186951	ENST00000407236	PPARA	+	213	1407	8375	9995
ENSG00000137507	ENST00000407242	LRRC32	-	243	1989	2079	4311
ENSG00000248333	ENST00000407249	CDK11B	-	112	2121	177	2410
ENSG00000057935	ENST00000407270	MTA3	+	229	1548	425	2202
ENSG00000216490	ENST00000407280	IFI30	+	175	753	206	1134
ENSG00000176946	ENST00000407315	THAP4	-	432	1734	201	2367
ENSG00000169519	ENST00000407364	METTL15	+	352	1224	2666	4242
ENSG00000183741	ENST00000407418	CBX6	-	124	1239	4759	6122
ENSG00000163811	ENST00000407426	WDR43	+	56	2034	1443	3533
ENSG00000138867	ENST00000407471	GUCD1	-	191	723	2568	3482
ENSG00000213918	ENST00000407479	DNASE1	+	184	849	7519	8552
ENSG00000132031	ENST00000407540	MATN3	-	63	1461	1000	2524
ENSG00000122390	ENST00000407558	NAA60	+	303	729	1703	2735
ENSG00000126870	ENST00000407559	WDR60	+	158	3201	410	3769
ENSG00000197889	ENST00000407572	MEIG1	+	148	267	210	625
ENSG00000122585	ENST00000407573	NPY	+	290	294	121	705
ENSG00000005810	ENST00000407578	MYCBP2	-	267	14037	721	15025
ENSG00000055813	ENST00000407595	CCDC85A	+	502	1662	1818	3982
ENSG00000215274	ENST00000407599	GAGE10	+	93	333	94	520
ENSG00000066044	ENST00000407627	ELAVL1	-	130	981	4904	6015
ENSG00000239282	ENST00000407689	GATSL3	-	130	990	503	1623
ENSG00000100109	ENST00000407690	TFIP11	-	284	2514	788	3586
ENSG00000106853	ENST00000407693	PTGR1	-	263	990	154	1407
ENSG00000169946	ENST00000407775	ZFPM2	+	250	3456	994	4700
ENSG00000160223	ENST00000407780	ICOSLG	-	128	909	6043	7080
ENSG00000128626	ENST00000407800	MRPS12	+	341	417	462	1220
ENSG00000185176	ENST00000407834	AQP12B	-	63	924	107	1094
ENSG00000093009	ENST00000407835	CDC45	+	256	1701	133	2090
