ENS_ID	Sym	scr.TNF.vs.veh.logR	RELA.TNF.vs.veh.logR	RELA.TNF.rep1vs3.logR	RELA.TNF.rep1vs2.logR	RELA.TNF.rep2vs3.logR
ENSG00000160714	UBE2Q1	0.021	-0.269	-0.307	-0.17	-0.138
ENSG00000140367	UBE2Q2	-0.192	-0.095	-0.324	-0.536	0.212
ENSG00000189136	UBE2Q2P1	0.408	-0.022	-0.909	-0.382	-0.527
ENSG00000107341	UBE2R2	-0.156	0.473	0.664	0.769	-0.105
ENSG00000108106	UBE2S	0.417	-0.307	-1	-1.488	0.488
ENSG00000077152	UBE2T	0.138	-0.457	-0.846	-0.564	-0.282
ENSG00000169139	UBE2V2	-0.151	-0.195	-0.109	-0.006	-0.103
ENSG00000104343	UBE2W	-0.261	-0.151	-0.411	-0.43	0.019
ENSG00000159202	UBE2Z	0.017	0.06	0	-0.035	0.035
ENSG00000114062	UBE3A	-0.044	-0.008	0.093	-0.073	0.166
ENSG00000151148	UBE3B	0.11	0.151	0.141	0.378	-0.236
ENSG00000009335	UBE3C	-0.079	-0.062	-0.02	-0.026	0.006
ENSG00000110344	UBE4A	-0.206	0.046	0.02	0.088	-0.068
ENSG00000130939	UBE4B	-0.037	0.196	0.417	0.687	-0.27
ENSG00000103353	UBFD1	-0.07	-0.176	0.079	0.258	-0.179
ENSG00000120942	UBIAD1	-0.116	0.053	-0.242	0.506	-0.748
ENSG00000122042	UBL3	-0.105	0.138	0.731	0.403	0.328
ENSG00000102178	UBL4A	0.053	-0.209	-0.221	-0.186	-0.036
ENSG00000198258	UBL5	0.001	-0.306	-0.508	-0.475	-0.033
ENSG00000138629	UBL7	0.104	-0.049	-0.476	-0.045	-0.431
ENSG00000164332	UBLCP1	-0.18	0.097	0.431	-0.438	0.869
ENSG00000118900	UBN1	-0.088	0.119	0.513	0.507	0.006
ENSG00000157741	UBN2	-0.331	0.084	0.45	0.646	-0.196
ENSG00000153560	UBP1	0.503	0.572	0.83	0.667	0.163
ENSG00000135018	UBQLN1	-0.143	0.047	0.053	0.213	-0.159
ENSG00000188021	UBQLN2	-0.113	0.859	1.173	1.606	-0.433
ENSG00000160803	UBQLN4	0.09	0.133	-0.32	0.351	-0.671
ENSG00000159459	UBR1	-0.017	-0.112	-0.008	-0.378	0.37
ENSG00000024048	UBR2	-0.117	-0.118	0.113	0.042	0.071
ENSG00000144357	UBR3	-0.17	0.342	0.576	0.511	0.065
ENSG00000127481	UBR4	0.047	1.074	1.282	1.518	-0.236
ENSG00000104517	UBR5	-0.061	0.157	0.335	0.239	0.096
ENSG00000012963	UBR7	-0.117	-0.174	0.074	0.112	-0.038
ENSG00000165886	UBTD1	0.248	-0.118	-0.25	-0.244	-0.006
ENSG00000168246	UBTD2	-0.054	-0.031	0.064	-0.046	0.111
ENSG00000108312	UBTF	-0.094	-0.294	-0.21	-0.226	0.016
ENSG00000162191	UBXN1	0.193	-0.357	-0.354	-0.356	0.002
ENSG00000158062	UBXN11	0.292	0.29	0.589	0.318	0.272
ENSG00000173960	UBXN2A	0.052	-0.141	0.443	0.215	0.228
ENSG00000215114	UBXN2B	-0.264	-0.229	0.123	-0.236	0.359
ENSG00000144224	UBXN4	-0.113	0.47	0.965	0.922	0.043
ENSG00000167671	UBXN6	0.296	-0.265	-0.308	-0.249	-0.059
ENSG00000163960	UBXN7	-0.26	0.233	0.589	0.571	0.018
ENSG00000104691	UBXN8	0.045	-0.534	-0.513	-0.555	0.042
ENSG00000154277	UCHL1	0.127	-0.065	-0.421	-0.272	-0.149
ENSG00000118939	UCHL3	0.194	-0.417	-0.761	-0.439	-0.322
ENSG00000116750	UCHL5	-0.149	-0.049	0.307	0.035	0.272
ENSG00000130717	UCK1	0.297	-0.062	0.009	-0.206	0.215
ENSG00000143179	UCK2	0.018	0.13	0.093	0.119	-0.026
ENSG00000198276	UCKL1	0.207	0.197	0.331	0.472	-0.14
ENSG00000175567	UCP2	-0.24	0.984	1.24	2.537	-1.297
ENSG00000151116	UEVLD	-0.08	-0.138	-0.004	-0.331	0.326
ENSG00000143222	UFC1	-0.313	-0.307	-0.531	-0.062	-0.469
ENSG00000070010	UFD1L	0.032	-0.106	-0.345	-0.097	-0.248
ENSG00000014123	UFL1	-0.049	0.023	0.173	-0.201	0.374
ENSG00000120686	UFM1	-0.093	-0.164	-0.062	-0.664	0.602
ENSG00000176125	UFSP1	-0.078	-0.654	-0.382	0.02	-0.402
ENSG00000109775	UFSP2	-0.105	-0.139	0.015	-0.166	0.181
ENSG00000148154	UGCG	1.047	0.484	0.347	-0.172	0.519
ENSG00000109814	UGDH	-0.328	0.276	1.005	0.393	0.613
ENSG00000249348	UGDH-AS1	0.183	0.579	0.874	1.954	-1.079
ENSG00000136731	UGGT1	-0.074	0.018	0.156	0.225	-0.069
ENSG00000102595	UGGT2	0.067	-0.008	0.233	-0.365	0.598
ENSG00000169764	UGP2	0.221	0.211	0.093	-0.275	0.369
ENSG00000152332	UHMK1	-0.258	0.241	0.41	0.248	0.161
ENSG00000065060	UHRF1BP1	-0.036	0.412	0.392	0.852	-0.46
ENSG00000111647	UHRF1BP1L	-0.082	0.049	0.143	-0.218	0.361
ENSG00000147854	UHRF2	-0.274	-0.256	-0.238	-0.488	0.251
ENSG00000087206	UIMC1	0.008	-0.219	-0.625	-0.706	0.081
ENSG00000131019	ULBP3	0.081	-0.339	-0.151	-0.094	-0.057
ENSG00000177169	ULK1	0	0.408	0.987	0.987	0
ENSG00000083290	ULK2	-0.057	-0.196	-0.29	0.027	-0.316
ENSG00000140474	ULK3	0.103	0.073	-0.33	-0.042	-0.288
ENSG00000168038	ULK4	-0.053	-0.217	-0.47	-0.636	0.166
ENSG00000219545	UMAD1	-0.179	-0.109	-0.526	-0.465	-0.061
ENSG00000114491	UMPS	0.033	-0.103	-0.102	-0.316	0.214
ENSG00000109103	UNC119	0.694	0.1	-0.402	-0.283	-0.119
ENSG00000175970	UNC119B	-0.088	0.217	0.31	0.204	0.106
ENSG00000198722	UNC13B	-0.033	-0.001	0.081	0.245	-0.164
ENSG00000140553	UNC45A	0.208	-0.238	-0.243	-0.352	0.109
ENSG00000115446	UNC50	0.018	-0.202	-0.072	-0.208	0.136
ENSG00000107731	UNC5B	0.334	0.384	0.39	1.038	-0.649
ENSG00000076248	UNG	0.05	-0.181	-0.399	-0.119	-0.28
ENSG00000059145	UNKL	0.242	0.245	0.148	0.158	-0.009
ENSG00000005007	UPF1	0.16	0.334	0.691	0.506	0.185
ENSG00000151461	UPF2	0.016	0.08	0.726	0.232	0.494
ENSG00000169062	UPF3A	0.037	0.009	0.151	-0.112	0.263
ENSG00000183696	UPP1	0.947	0.382	0.464	0.055	0.409
ENSG00000094841	UPRT	-0.23	-0.056	-0.344	-0.321	-0.023
ENSG00000101019	UQCC1	0.096	0.033	-0.094	0.015	-0.108
ENSG00000137288	UQCC2	0.171	-0.321	-0.536	-0.415	-0.121
ENSG00000204922	UQCC3	0.399	-0.175	-0.394	-0.165	-0.229
ENSG00000184076	UQCR10	-0.068	-0.168	-0.345	-0.189	-0.155
ENSG00000127540	UQCR11	0.113	-0.227	-0.877	-0.363	-0.514
ENSG00000156467	UQCRB	-0.102	-0.484	-0.361	-0.762	0.401
ENSG00000010256	UQCRC1	0.197	-0.028	-0.228	-0.17	-0.057
ENSG00000140740	UQCRC2	0.026	0.014	-0.034	0.115	-0.149
ENSG00000169021	UQCRFS1	-0.093	-0.201	-0.174	-0.369	0.195
ENSG00000173660	UQCRH	0.03	-0.289	-0.38	-0.207	-0.173
ENSG00000164405	UQCRQ	-0.107	-0.215	-0.362	-0.331	-0.031
ENSG00000142207	URB1	-0.049	0.261	0.368	0.542	-0.174
ENSG00000256073	URB1-AS1	0.093	0.143	-0.297	0.206	-0.503
ENSG00000135763	URB2	-0.033	0.13	-0.432	-0.26	-0.171
ENSG00000106608	URGCP	0.18	-0.191	-0.269	-0.403	0.134
ENSG00000105176	URI1	-0.008	-0.238	-0.225	-0.607	0.382
ENSG00000167118	URM1	0.182	-0.279	-0.572	-0.226	-0.346
ENSG00000126088	UROD	0.021	-0.27	-0.549	-0.388	-0.161
ENSG00000188690	UROS	-0.049	-0.251	-0.559	-0.374	-0.185
ENSG00000103005	USB1	0.026	0.735	0.387	1	-0.613
ENSG00000053501	USE1	0.259	-0.084	-0.338	-0.156	-0.183
ENSG00000158773	USF1	0.113	-0.186	-0.545	-0.293	-0.253
ENSG00000105698	USF2	0.076	-0.123	-0.218	-0.293	0.075
ENSG00000173915	USMG5	-0.097	-0.385	-0.24	-0.528	0.288
ENSG00000138768	USO1	-0.006	0.148	0.469	0.149	0.32
ENSG00000162607	USP1	-0.402	-0.158	0.119	-0.371	0.49
ENSG00000103194	USP10	-0.056	0.203	0.213	0.385	-0.171
ENSG00000102226	USP11	0.167	0.42	0.602	0.904	-0.302
ENSG00000152484	USP12	0.079	0.291	0.069	0.101	-0.032
ENSG00000058056	USP13	0.123	0.344	0.578	0.924	-0.346
ENSG00000101557	USP14	-0.019	0.757	1.239	1.132	0.107
ENSG00000135655	USP15	0.036	-0.032	0.377	-0.111	0.488
ENSG00000156256	USP16	0.031	-0.007	0.449	-0.224	0.673
ENSG00000184979	USP18	-0.22	-0.366	-0.496	-0.754	0.258
ENSG00000172046	USP19	0.137	0.079	0.259	0.479	-0.22
ENSG00000136878	USP20	-0.004	0.186	0.715	0.585	0.13
ENSG00000124422	USP22	-0.044	0.205	0.279	0.41	-0.131
ENSG00000162402	USP24	0.021	0.275	0.685	0.398	0.286
ENSG00000155313	USP25	-0.128	-0.025	0.459	0.09	0.369
ENSG00000048028	USP28	-0.097	-0.108	0.037	0.012	0.025
ENSG00000140455	USP3	-0.122	-0.178	-0.127	-0.027	-0.1
ENSG00000135093	USP30	-0.138	-0.19	-0.356	0.082	-0.438
ENSG00000103404	USP31	-0.196	0.328	0.59	0.655	-0.065
ENSG00000170832	USP32	-0.096	0.245	0.39	0.404	-0.014
ENSG00000077254	USP33	-0.004	0.015	0.256	-0.202	0.458
ENSG00000115464	USP34	-0.077	0.399	0.682	0.505	0.177
ENSG00000118369	USP35	0.255	-0.233	-0.203	-0.009	-0.194
ENSG00000055483	USP36	-0.053	0.247	0.799	0.915	-0.115
ENSG00000170185	USP38	-0.242	-0.05	0.506	0.271	0.235
ENSG00000168883	USP39	-0.095	-0.12	0.061	0.17	-0.109
ENSG00000114316	USP4	-0.027	0.772	1.191	1.191	0
ENSG00000085982	USP40	-0.078	-0.046	-0.038	-0.242	0.204
ENSG00000123552	USP45	-0.168	-0.314	-0.082	-0.206	0.124
ENSG00000109189	USP46	-0.176	0.067	0.083	0.36	-0.277
ENSG00000248866	USP46-AS1	0.053	-0.654	-0.743	-0.889	0.146
ENSG00000170242	USP47	-0.13	0.017	0.283	0.163	0.119
ENSG00000090686	USP48	-0.19	0.126	0.427	0.613	-0.186
ENSG00000111667	USP5	0.059	-0.122	0.069	-0.043	0.112
ENSG00000145390	USP53	-0.161	0.215	0.809	0.174	0.635
ENSG00000166348	USP54	0.173	-0.044	-0.397	-0.536	0.139
ENSG00000148429	USP6NL	-0.036	-0.082	0.065	0.43	-0.365
ENSG00000187555	USP7	-0.024	0.269	0.51	0.758	-0.248
ENSG00000138592	USP8	0.059	-0.098	0.101	-0.191	0.292
ENSG00000124486	USP9X	-0.097	0.376	0.505	0.556	-0.052
ENSG00000114374	USP9Y	-0.104	0.211	0.547	0.388	0.158
ENSG00000132952	USPL1	0.261	0.453	0.472	0.179	0.293
ENSG00000111962	UST	0.095	-0.177	-0.482	-0.289	-0.194
ENSG00000183520	UTP11L	-0.208	-0.318	-0.126	-0.343	0.217
ENSG00000156697	UTP14A	-0.045	-0.241	-0.4	-0.519	0.119
ENSG00000253797	UTP14C	-0.155	0.244	0.811	0.467	0.344
ENSG00000164338	UTP15	0.108	-0.068	-0.006	-0.217	0.211
ENSG00000011260	UTP18	0.074	-0.315	-0.324	-0.949	0.625
ENSG00000120800	UTP20	0.116	0.123	0.33	-0.06	0.391
ENSG00000147679	UTP23	-0.075	-0.176	0.263	-0.16	0.423
ENSG00000132467	UTP3	-0.052	-0.185	0.183	0.03	0.153
ENSG00000108651	UTP6	0.027	-0.364	-0.316	-0.413	0.097
ENSG00000152818	UTRN	0.051	0.428	1.056	0.691	0.365
ENSG00000183878	UTY	0.018	-0.011	-0.017	-0.033	0.016
ENSG00000198382	UVRAG	-0.061	-0.054	0.143	0.201	-0.058
ENSG00000115652	UXS1	0.428	0.121	-0.135	-0.17	0.035
ENSG00000126756	UXT	-0.008	-0.249	-0.314	-0.079	-0.235
ENSG00000103043	VAC14	0.301	-0.046	0.499	0.262	0.238
ENSG00000139190	VAMP1	0.52	0.85	1.141	0.854	0.288
ENSG00000220205	VAMP2	-0.017	0.588	1.291	1.317	-0.026
ENSG00000049245	VAMP3	-0.177	-0.039	0.482	0.185	0.296
ENSG00000117533	VAMP4	-0.147	-0.018	0.106	-0.278	0.383
ENSG00000168899	VAMP5	0.301	-0.078	0.011	0.087	-0.076
ENSG00000173218	VANGL1	-0.387	-0.125	0.053	0.428	-0.376
ENSG00000101558	VAPA	-0.206	-0.167	-0.061	-0.279	0.218
ENSG00000124164	VAPB	-0.111	0.449	0.78	1	-0.22
ENSG00000137411	VARS2	0.061	-0.04	-0.591	-0.531	-0.06
ENSG00000168140	VASN	0.103	0.642	0.543	0.258	0.285
ENSG00000125753	VASP	0.155	-0.218	-0.518	-0.308	-0.21
ENSG00000108828	VAT1	0.034	0.095	0.423	0.424	-0.001
ENSG00000171724	VAT1L	-0.135	-0.011	-0.407	0.593	-1
ENSG00000116035	VAX2	0.609	-0.109	-0.891	-0.848	-0.043
ENSG00000155959	VBP1	-0.176	-0.213	-0.456	-0.713	0.257
ENSG00000162692	VCAM1	2.812	1.077	0.229	-0.422	0.651
ENSG00000038427	VCAN	-0.047	0.608	0.661	0.766	-0.105
ENSG00000035403	VCL	0.008	0.126	0.24	0.403	-0.164
ENSG00000165280	VCP	0.083	-0.083	0.07	0.087	-0.017
ENSG00000175073	VCPIP1	-0.174	0.463	0.619	0.648	-0.028
ENSG00000100483	VCPKMT	-0.099	-0.079	-0.186	-0.507	0.32
ENSG00000213585	VDAC1	-0.037	-0.113	-0.028	-0.077	0.049
ENSG00000165637	VDAC2	0.003	-0.049	-0.054	0.05	-0.103
ENSG00000078668	VDAC3	-0.042	-0.19	-0.048	-0.163	0.115
ENSG00000112715	VEGFA	0.596	0.734	0.382	0.488	-0.106
ENSG00000173511	VEGFB	0.173	0.326	0.723	0.893	-0.17
ENSG00000150630	VEGFC	0.256	0.118	-0.725	-0.805	0.079
ENSG00000197415	VEPH1	0.036	-0.119	0.255	-0.04	0.295
ENSG00000136451	VEZF1	-0.03	0.291	0.279	0.217	0.062
ENSG00000028203	VEZT	0.006	-0.029	-0.133	-0.144	0.012
ENSG00000206538	VGLL3	-0.265	0.421	-0.141	-0.244	0.103
ENSG00000144560	VGLL4	-0.053	-0.285	-0.257	-0.247	-0.01
ENSG00000134086	VHL	0.066	0.037	0.16	0.095	0.066
ENSG00000136059	VILL	1.208	0.412	0.746	1.035	-0.29
ENSG00000026025	VIM	-0.077	0	0.098	0.157	-0.059
ENSG00000131871	VIMP	0.062	-0.32	-0.276	-0.581	0.306
ENSG00000151445	VIPAS39	-0.087	-0.201	-0.424	0.055	-0.48
ENSG00000167397	VKORC1	-0.23	-0.042	-0.964	-0.014	-0.95
ENSG00000196715	VKORC1L1	-0.226	0.345	0.964	1.221	-0.256
ENSG00000147852	VLDLR	-0.036	0.138	0.103	0.904	-0.801
ENSG00000160131	VMA21	-0.297	-0.09	-0.121	-0.31	0.189
ENSG00000187650	VMAC	0.02	-0.62	-0.148	-0.065	-0.082
ENSG00000062716	VMP1	0.864	0.536	0.034	-0.255	0.289
ENSG00000154978	VOPP1	-0.059	-0.063	0.11	0.062	0.047
ENSG00000145041	VPRBP	-0.179	0.14	0.653	0.813	-0.16
ENSG00000160695	VPS11	0.035	-0.076	-0.087	0.219	-0.306
ENSG00000197969	VPS13A	0.058	0.605	0.984	0.639	0.344
ENSG00000132549	VPS13B	-0.159	0.635	0.893	0.862	0.031
ENSG00000129003	VPS13C	-0.011	0.461	1.02	0.467	0.552
ENSG00000048707	VPS13D	0.066	0.266	0.691	0.766	-0.075
ENSG00000215305	VPS16	0.252	-0.039	-0.279	-0.267	-0.013
ENSG00000104142	VPS18	0.125	-0.177	-0.262	-0.01	-0.252
ENSG00000131475	VPS25	0.018	-0.129	-0.276	-0.031	-0.245
ENSG00000122958	VPS26A	-0.135	0.323	1.187	0.502	0.685
ENSG00000151502	VPS26B	-0.108	0.025	0.09	0.377	-0.288
ENSG00000160948	VPS28	0.237	-0.079	-0.267	0.018	-0.286
ENSG00000111237	VPS29	-0.144	-0.084	0.018	0.19	-0.172
ENSG00000184056	VPS33B	0.104	0.038	-0.158	-0.048	-0.11
ENSG00000069329	VPS35	-0.106	-0.117	-0.139	-0.172	0.033
ENSG00000136100	VPS36	-0.203	-0.116	-0.164	-0.164	0
ENSG00000155975	VPS37A	-0.091	0.004	0.098	-0.075	0.173
ENSG00000139722	VPS37B	0.318	-0.05	0.307	0.145	0.162
ENSG00000167987	VPS37C	0.282	0.187	-0.184	0.13	-0.313
ENSG00000176428	VPS37D	0.171	-0.286	-1.179	-1.391	0.212
ENSG00000166887	VPS39	-0.06	0.118	0.334	0.58	-0.246
ENSG00000006715	VPS41	-0.102	-0.162	-0.2	-0.149	-0.051
ENSG00000136631	VPS45	-0.046	-0.075	-0.098	-0.331	0.233
ENSG00000132612	VPS4A	0.206	-0.102	0.255	0.198	0.057
ENSG00000119541	VPS4B	-0.08	-0.145	0.184	-0.3	0.484
ENSG00000149823	VPS51	0.29	-0.279	-0.257	-0.552	0.295
ENSG00000141252	VPS53	-0.149	0.617	0.851	1.382	-0.531
ENSG00000143952	VPS54	-0.201	0.074	0.084	-0.105	0.189
ENSG00000163159	VPS72	-0.303	-0.393	-0.676	-0.695	0.019
ENSG00000156931	VPS8	-0.124	-0.181	-0.464	-0.494	0.03
ENSG00000075399	VPS9D1	0.163	-0.153	-0.435	-0.629	0.195
ENSG00000100749	VRK1	-0.08	-0.514	-0.173	-0.648	0.475
ENSG00000028116	VRK2	0.161	-0.039	-0.141	-0.489	0.348
ENSG00000105053	VRK3	0.051	-0.079	-0.412	-0.04	-0.371
ENSG00000176834	VSIG10	-0.057	-0.24	-0.517	-0.013	-0.504
ENSG00000165633	VSTM4	-0.033	0.219	0.37	0.613	-0.243
ENSG00000009844	VTA1	-0.268	-0.176	0.013	-0.219	0.233
ENSG00000151532	VTI1A	-0.025	-0.204	-0.201	-0.144	-0.057
ENSG00000100568	VTI1B	-0.181	-0.201	0.179	0.278	-0.099
ENSG00000199990	VTRNA1-1	0.051	-0.361	-1.161	-0.582	-0.579
ENSG00000202111	VTRNA1-2	-0.102	0.095	-1.398	-0.578	-0.82
ENSG00000202515	VTRNA1-3	-0.107	-0.026	-0.54	-0.192	-0.348
ENSG00000270123	VTRNA2-1	-0.395	0.078	-0.797	-0.29	-0.506
ENSG00000179403	VWA1	-0.076	-0.169	0.283	-0.565	0.848
ENSG00000102763	VWA8	0.048	0.462	0.573	0.698	-0.125
ENSG00000138614	VWA9	-0.209	-0.068	-0.169	-0.058	-0.11
ENSG00000167992	VWCE	0.392	0.52	0.415	0.352	0.063
ENSG00000095787	WAC	-0.142	0.031	0.226	0.155	0.071
ENSG00000254635	WAC-AS1	0.042	-0.125	-0.041	-0.183	0.142
ENSG00000062650	WAPAL	-0.105	0.169	0.321	0.228	0.094
ENSG00000140105	WARS	0.038	-0.036	-0.119	0.354	-0.473
ENSG00000116874	WARS2	-0.135	-0.208	-0.478	-0.574	0.096
ENSG00000112290	WASF1	-0.191	0.058	0.079	0.449	-0.37
ENSG00000158195	WASF2	-0.191	1.126	1.68	2.127	-0.446
ENSG00000132970	WASF3	-0.236	0.398	0.622	0.705	-0.083
ENSG00000282458	WASH5P	-0.269	0.134	0.537	0.56	-0.023
ENSG00000106299	WASL	-0.227	0.34	0.686	0.945	-0.259
ENSG00000239779	WBP1	0.301	-0.13	-0.489	0.196	-0.685
ENSG00000084463	WBP11	-0.022	0.047	0.116	0.396	-0.28
ENSG00000166272	WBP1L	0.044	0.315	0.753	1.061	-0.308
ENSG00000132471	WBP2	0.096	0.562	0.897	1.159	-0.262
ENSG00000120688	WBP4	0.035	-0.204	0.467	-0.191	0.657
ENSG00000185222	WBP5	-0.278	-0.325	-0.52	-1.232	0.712
ENSG00000274523	WBSCR16	0.154	-0.162	-0.271	-0.356	0.085
ENSG00000071462	WBSCR22	0.002	0.009	-0.429	-0.317	-0.112
ENSG00000085449	WDFY1	-0.115	-0.143	-0.081	-0.16	0.079
ENSG00000163625	WDFY3	-0.165	0.46	0.541	0.806	-0.265
ENSG00000143951	WDPCP	0.236	-0.194	-0.322	0	-0.322
ENSG00000071127	WDR1	0	0.073	0.099	0.207	-0.109
ENSG00000120008	WDR11	-0.027	0.047	-0.078	-0.295	0.217
ENSG00000138442	WDR12	-0.032	-0.229	-0.037	-0.031	-0.006
ENSG00000101940	WDR13	0.202	-0.167	-0.484	-0.402	-0.082
ENSG00000065268	WDR18	0.221	0.047	-0.254	-0.326	0.072
ENSG00000157796	WDR19	-0.13	0.032	0.37	0.241	0.129
ENSG00000140153	WDR20	-0.03	-0.052	-0.204	0.015	-0.219
ENSG00000127580	WDR24	0.188	0.221	0.871	1.193	-0.322
ENSG00000176473	WDR25	0.352	-0.246	-0.827	-0.476	-0.35
ENSG00000162923	WDR26	-0.237	0.734	0.777	0.82	-0.043
ENSG00000065183	WDR3	-0.085	-0.212	-0.29	-0.431	0.142
ENSG00000136709	WDR33	-0.138	-0.078	0.186	-0.012	0.198
ENSG00000119333	WDR34	0.352	-0.426	-0.565	-0.577	0.011
ENSG00000118965	WDR35	-0.071	-0.157	-0.039	-0.413	0.374
ENSG00000134987	WDR36	-0.215	0.024	0.243	0.004	0.239
ENSG00000047056	WDR37	-0.071	0.032	-0.397	-0.11	-0.287
ENSG00000160193	WDR4	0.227	0.047	0.115	0.326	-0.211
ENSG00000164253	WDR41	0.075	-0.206	-0.49	-0.346	-0.144
ENSG00000163811	WDR43	-0.246	-0.179	-0.158	-0.445	0.287
ENSG00000131725	WDR44	-0.246	-0.097	0.3	-0.154	0.455
ENSG00000196998	WDR45	0.103	-0.3	-0.175	-0.155	-0.02
ENSG00000141580	WDR45B	0.187	0.057	-0.01	-0.18	0.17
ENSG00000085433	WDR47	-0.183	-0.17	-0.4	-0.543	0.142
ENSG00000114742	WDR48	-0.135	-0.023	-0.184	-0.161	-0.023
ENSG00000196363	WDR5	0.117	-0.134	0.11	0.124	-0.014
ENSG00000185798	WDR53	-0.12	-0.288	0.505	-0.17	0.675
ENSG00000005448	WDR54	0.085	-0.061	-1.263	-0.742	-0.521
ENSG00000120314	WDR55	0.209	-0.013	0.016	0.223	-0.207
ENSG00000103091	WDR59	0.101	0.135	0.194	0.702	-0.508
ENSG00000196981	WDR5B	-0.126	0.009	-0.351	-0.633	0.282
ENSG00000178252	WDR6	0.11	0.217	0.753	0.65	0.103
ENSG00000126870	WDR60	0.15	-0.149	0.238	0.617	-0.379
ENSG00000140395	WDR61	-0.014	-0.147	-0.403	-0.332	-0.071
ENSG00000162643	WDR63	-0.199	0.112	-0.357	-0.217	-0.139
ENSG00000091157	WDR7	-0.101	0.313	0.329	0.53	-0.201
ENSG00000082068	WDR70	0.029	-0.228	-0.049	-0.204	0.155
ENSG00000133316	WDR74	0.244	-0.251	-0.646	-0.922	0.276
ENSG00000115368	WDR75	-0.097	0.048	0.076	-0.269	0.345
ENSG00000116455	WDR77	0.214	0.05	-0.199	-0.051	-0.148
ENSG00000167716	WDR81	0.037	0.01	0.284	0.497	-0.212
ENSG00000164091	WDR82	-0.184	0.15	0.193	0.415	-0.222
ENSG00000123154	WDR83	0.356	-0.373	-0.371	-0.351	-0.019
ENSG00000105583	WDR83OS	-0.06	-0.174	-1.02	-0.389	-0.631
ENSG00000140006	WDR89	0.033	-0.219	-0.582	-0.515	-0.067
ENSG00000196151	WDSUB1	-0.489	-0.244	1.136	0.412	0.724
ENSG00000142784	WDTC1	-0.071	0.421	0.606	0.974	-0.367
ENSG00000156795	WDYHV1	-0.169	-0.242	-0.272	0.117	-0.389
ENSG00000261040	WFDC21P	0.307	-0.192	-0.386	-0.356	-0.03
ENSG00000109501	WFS1	0.072	0.312	0.247	0.591	-0.344
ENSG00000156232	WHAMM	-0.085	0.176	0.165	0.389	-0.225
ENSG00000109685	WHSC1	0.029	0.019	-0.151	-0.058	-0.094
ENSG00000147548	WHSC1L1	0.209	0.119	0.641	0.413	0.228
ENSG00000170473	WIBG	-0.078	-0.527	-0.345	-0.349	0.004
ENSG00000171475	WIPF2	-0.03	0.289	1.159	1.277	-0.117
ENSG00000070540	WIPI1	-0.173	-0.082	-0.32	-0.445	0.126
ENSG00000157954	WIPI2	0.08	-0.045	-0.186	0.025	-0.211
ENSG00000011451	WIZ	0.115	0.51	0.856	1.175	-0.319
ENSG00000116729	WLS	-0.008	0.413	0.612	0.817	-0.205
ENSG00000060237	WNK1	-0.166	0.744	1.074	1.321	-0.247
ENSG00000114251	WNT5A	0.223	0.382	0.095	0.293	-0.198
ENSG00000111186	WNT5B	0.254	-0.147	-0.916	-1.505	0.589
ENSG00000182093	WRB	-0.433	-0.275	-0.658	-0.73	0.072
ENSG00000165392	WRN	-0.126	0.033	0.133	-0.382	0.515
ENSG00000124535	WRNIP1	-0.007	-0.196	-0.323	-0.726	0.403
ENSG00000109046	WSB1	0.219	0.417	0.331	-0.143	0.473
ENSG00000176871	WSB2	-0.003	0.095	-0.208	0.254	-0.463
ENSG00000146457	WTAP	1.158	1.2	-0.08	-0.253	0.174
ENSG00000142279	WTIP	0.223	-0.315	-0.662	-0.447	-0.214
ENSG00000151718	WWC2	-0.043	-0.041	0.327	0.241	0.086
ENSG00000186153	WWOX	-0.187	-0.21	-0.678	-0.306	-0.372
ENSG00000123124	WWP1	-0.211	0.293	0.504	0.425	0.079
ENSG00000198373	WWP2	0.117	0.277	0.442	0.485	-0.044
ENSG00000018408	WWTR1	-0.235	0.701	1.29	1.313	-0.023
ENSG00000076924	XAB2	0.147	-0.112	-0.216	0.005	-0.221
ENSG00000100219	XBP1	0.303	0.194	-0.009	-0.419	0.409
ENSG00000124343	XG	-0.158	-0.142	-0.4	-0.134	-0.266
ENSG00000101966	XIAP	-0.089	0.019	0.497	0.037	0.46
ENSG00000158156	XKR8	-0.067	-0.22	0.227	0.338	-0.112
ENSG00000136936	XPA	-0.557	-0.048	0.559	-0.659	1.218
ENSG00000154767	XPC	0.039	0.082	0.046	-0.085	0.131
ENSG00000108039	XPNPEP1	-0.014	-0.075	-0.293	0.133	-0.425
ENSG00000122121	XPNPEP2	0.129	0.215	0.444	-0.023	0.467
ENSG00000196236	XPNPEP3	-0.037	0.3	0.576	1.096	-0.52
ENSG00000082898	XPO1	-0.188	-0.018	0.244	0.145	0.099
ENSG00000132953	XPO4	-0.112	0.011	-0.118	-0.095	-0.023
ENSG00000124571	XPO5	0.081	-0.04	-0.184	0.115	-0.298
ENSG00000169180	XPO6	0.041	-0.018	0.134	0.359	-0.225
ENSG00000130227	XPO7	-0.104	0.348	0.612	0.893	-0.281
ENSG00000184575	XPOT	-0.169	-0.072	0.499	0.262	0.236
ENSG00000143324	XPR1	-0.171	0.131	0.106	0.294	-0.187
ENSG00000073050	XRCC1	0.239	-0.084	0.109	0.053	0.055
ENSG00000152422	XRCC4	-0.182	-0.267	-0.691	-0.678	-0.013
ENSG00000079246	XRCC5	-0.059	-0.134	0.044	-0.202	0.246
